"",0.0
"Bakeries, Donuts, Mexican",4.05555555555556
"Bakeries, Empanadas, Delis",4.20652173913043
"Bakeries, Ethiopian, Coffee & Tea",4.8135593220339
"Bakeries, Fast Food, Filipino",3.82927786499215
"Bakeries, Filipino",3.76273012142577
"Bakeries, French, Breakfast & Brunch",3.84847324100536
"Bakeries, French, Cafes",4.3811265544989
"Bakeries, French, Cocktail Bars",4.38888888888889
"Bakeries, French, Desserts",4.0
"Bakeries, French, Food Trucks",4.67647058823529
"Bakeries, French, Patisserie/Cake Shop",4.16258064516129
"Bakeries, French, Sandwiches",4.51306897870712
"Bakeries, Fruits & Veggies, Delis",4.12631578947368
"Bakeries, Gastropubs, Bars",4.10643722115997
"Bakeries, Gelato, Italian",3.47647058823529
"Bakeries, German",4.375
"Bakeries, German, Asian Fusion",4.33846153846154
"Bakeries, German, Bars",3.42087542087542
"Bakeries, German, Cafes",4.08577405857741
"Bakeries, Gluten-Free",2.66666666666667
"Bakeries, Gluten-Free, American (New)",4.94736842105263
"Bakeries, Gluten-Free, American (Traditional)",4.3956043956044
"Bakeries, Gluten-Free, Cafes",4.38461538461539
"Bakeries, Gluten-Free, Coffee & Tea",4.72151898734177
"Bakeries, Gluten-Free, Cupcakes",4.01219512195122
"Bakeries, Gluten-Free, Desserts",0.0
"Bakeries, Gluten-Free, Vegan",4.15384615384615
"Bakeries, Gluten-Free, Wholesalers",4.33333333333333
"Bakeries, Greek",4.70408163265306
"Bakeries, Greek, Cafes",4.03291713961408
"Bakeries, Grocery, Delis",4.23224285293251
"Bakeries, Grocery, Sandwiches",4.53296478296478
"Bakeries, Haitian",3.79506172839506
"Bakeries, Haitian, Cafes",4.05517482517482
"Bakeries, Halal, Lebanese",4.6161369193154
"Bakeries, Hong Kong Style Cafe",3.68559837728195
"Bakeries, Ice Cream & Frozen Yogurt, Breakfast & Brunch",3.875
"Bakeries, Ice Cream & Frozen Yogurt, Burgers",4.65116279069767
"Bakeries, Ice Cream & Frozen Yogurt, Delis",4.65765765765766
"Bakeries, Indian",4.125
"Bakeries, Italian",2.5
"Bakeries, Italian, Delis",4.0
"Bakeries, Italian, Desserts",3.86341463414634
"Bakeries, Italian, Gelato",4.58266818700114
"Bakeries, Italian, Pizza",4.47107438016529
"Bakeries, Italian, Sandwiches",4.32173913043478
"Bakeries, Japanese",4.54622741764081
"Bakeries, Japanese, Coffee & Tea",4.09706546275395
"Bakeries, Juice Bars & Smoothies, Sandwiches",4.70588235294118
"Bakeries, Korean, Bubble Tea",3.8
"Bakeries, Korean, Custom Cakes",4.53846153846154
"Bakeries, Kosher",3.225
"Bakeries, Kosher, Desserts",4.73809523809524
"Bakeries, Latin American",3.68093639707446
"Bakeries, Latin American, Argentine",4.13333333333333
"Bakeries, Latin American, Desserts",3.88235294117647
"Bakeries, Latin American, Mexican",5.0
"Bakeries, Latin American, Puerto Rican",3.82191780821918
"Bakeries, Lebanese, Falafel",4.75552825552826
"Bakeries, Lounges, Cafes",4.4
"Bakeries, Malaysian, Bubble Tea",4.29487179487179
"Bakeries, Meat Shops, Grocery, Delis",4.0
"Bakeries, Mediterranean, Cafes",4.46511627906977
"Bakeries, Mediterranean, Greek",3.73913043478261
"Bakeries, Mexican",4.07937827241545
"Bakeries, Mexican, Breakfast & Brunch",3.94565217391304
"Bakeries, Middle Eastern",3.90762925598991
"Bakeries, Middle Eastern, Grocery",3.75
"Bakeries, Middle Eastern, Pizza",4.25694444444444
"Bakeries, Middle Eastern, Vegetarian",4.34328358208955
"Bakeries, Modern European, Burgers",4.36363636363636
"Bakeries, Pakistani, Persian/Iranian",4.8
"Bakeries, Patisserie/Cake Shop, Cooking Classes",3.53764741457514
"Bakeries, Pizza",4.18785466583516
"Bakeries, Pizza, Breakfast & Brunch",3.62077596996245
"Bakeries, Pizza, Cafes",3.93915343915344
"Bakeries, Pizza, Italian",4.20720720720721
"Bakeries, Pizza, Sandwiches",4.43548387096774
"Bakeries, Pizza, Soul Food",5.0
"Bakeries, Polish, Delis",4.54761904761905
"Bakeries, Portuguese",4.32142857142857
"Bakeries, Pretzels, Fast Food",3.55555555555556
"Bakeries, Pretzels, Hot Dogs",3.70124716553288
"Bakeries, Puerto Rican, Cafeteria",4.65333333333333
"Bakeries, Russian, Cafes",4.2260778128286
"Bakeries, Russian, Creperies",4.07692307692308
"Bakeries, Salad, Sandwiches",4.1977057073023
"Bakeries, Salvadoran",3.1025641025641
"Bakeries, Sandwiches",3.92095200566145
"Bakeries, Sandwiches, Breakfast & Brunch",4.01376805396438
"Bakeries, Sandwiches, Bubble Tea",4.2
"Bakeries, Sandwiches, Cafes",3.05676328502415
"Bakeries, Sandwiches, Coffee & Tea",3.91032910754034
"Bakeries, Sandwiches, Creperies",4.77586206896552
"Bakeries, Sandwiches, Cupcakes",4.38392857142857
"Bakeries, Sandwiches, Delis",4.4228855721393
"Bakeries, Sandwiches, German",4.46964285714285
"Bakeries, Sandwiches, Pizza",4.18048780487805
"Bakeries, Sandwiches, Puerto Rican",4.05263157894737
"Bakeries, Sandwiches, Salad",3.51942740286299
"Bakeries, Sandwiches, Soup",5.0
"Bakeries, Sandwiches, Vietnamese",4.04615384615385
"Bakeries, Soul Food",0.0
"Bakeries, Soul Food, Caribbean",4.20618556701031
"Bakeries, Soup, Sandwiches",3.84874429223744
"Bakeries, Southern, American (Traditional)",3.94736842105263
"Bakeries, Southern, Seafood",4.35810810810811
"Bakeries, Spanish",4.0
"Bakeries, Tacos",5.0
"Bakeries, Tacos, Coffee & Tea",4.75
"Bakeries, Tea Rooms, Sandwiches",4.39010989010989
"Bakeries, Trinidadian",3.5
"Bakeries, Trinidadian, Fast Food",4.37089201877934
"Bakeries, Turkish, Halal",4.5202492211838
"Bakeries, Uzbek",3.87692307692308
"Bakeries, Vegan",5.0
"Bakeries, Vegan, Gluten-Free",4.72094779571415
"Bakeries, Vegetarian, Vegan",4.71641791044776
"Bakeries, Venezuelan",4.01538461538462
"Bakeries, Vietnamese",4.39588377723971
"Bakeries, Vietnamese, Filipino",4.48717948717949
"Bakeries, Vietnamese, Sandwiches",3.94304033532849
"Bakeries, Waffles, Macarons",5.0
Bangladeshi,4.875
"Bangladeshi, Buffets",4.83189655172414
"Bangladeshi, Indian, Street Vendors",4.76923076923077
"Bangladeshi, Indian, Vegetarian",4.68224299065421
Barbeque,3.73368020152687
"Barbeque, American (New)",3.79941486419094
"Barbeque, American (New), Beer Bar",4.52610441767068
"Barbeque, American (New), Cocktail Bars",4.10526315789474
"Barbeque, American (New), Sports Bars",4.496
"Barbeque, American (Traditional)",3.94787587724963
"Barbeque, American (Traditional), Bars",3.77329432431734
"Barbeque, American (Traditional), Beer Bar",4.01425812400319
"Barbeque, American (Traditional), Breakfast & Brunch",3.5
"Barbeque, American (Traditional), Burgers",3.48856631382316
"Barbeque, American (Traditional), Chicken Wings",3.55138662316476
"Barbeque, American (Traditional), Cocktail Bars",4.42458100558659
"Barbeque, American (Traditional), Comfort Food",3.34201199828798
"Barbeque, American (Traditional), Diners",4.31157270029674
"Barbeque, American (Traditional), Gluten-Free",3.95121951219512
"Barbeque, American (Traditional), Italian",4.11111111111111
"Barbeque, American (Traditional), Pizza",4.31944444444444
"Barbeque, American (Traditional), Salad",4.475
"Barbeque, American (Traditional), Sandwiches",4.36927223719677
"Barbeque, American (Traditional), Seafood",3.60416666666667
"Barbeque, American (Traditional), Smokehouse",4.27172001758382
"Barbeque, American (Traditional), Soul Food",3.86103047895501
"Barbeque, American (Traditional), Southern",3.1100707338414
"Barbeque, American (Traditional), Sports Bars",3.588
"Barbeque, Argentine, Seafood",4.32352941176471
"Barbeque, Asian Fusion",3.93469910371319
"Barbeque, Asian Fusion, Kebab",3.7871198568873
"Barbeque, Asian Fusion, Southern",3.87012987012987
"Barbeque, Bars",3.7242759173785
"Barbeque, Bars, American (New)",3.94592592592593
"Barbeque, Bars, American (Traditional)",4.01045881271738
"Barbeque, Bars, Breakfast & Brunch",3.78481012658228
"Barbeque, Bars, Caribbean",3.44141689373297
"Barbeque, Bars, Caterers",0.0
"Barbeque, Bars, Comfort Food",2.85436893203884
"Barbeque, Bars, Gluten-Free",4.30898876404494
"Barbeque, Bars, Sandwiches",4.0522066929834
"Barbeque, Bars, Seafood",0.0
"Barbeque, Bars, Smokehouse",4.03744149765991
"Barbeque, Bars, Southern",3.44444444444444
"Barbeque, Beer Bar",4.41037997826411
"Barbeque, Beer Bar, American (Traditional)",4.14545454545455
"Barbeque, Beer Bar, Burgers",3.60341951626355
"Barbeque, Beer Bar, Cocktail Bars",4.27205882352941
"Barbeque, Beer Bar, Sandwiches",4.56838409259096
"Barbeque, Beer Bar, Venues & Event Spaces",3.84862385321101
"Barbeque, Beer Gardens",4.09090909090909
"Barbeque, Beer, Wine & Spirits, Sandwiches",3.90191897654584
"Barbeque, Brazilian",4.73333333333333
"Barbeque, Brazilian, Steakhouses",3.98924949290061
"Barbeque, Breakfast & Brunch",4.11654752101755
"Barbeque, Breakfast & Brunch, Burgers",3.49044585987261
"Barbeque, Breakfast & Brunch, Cocktail Bars",4.03157894736842
"Barbeque, Breakfast & Brunch, Tacos",2.84057971014493
"Barbeque, Breakfast & Brunch, Whiskey Bars",3.71119473189087
"Barbeque, Breweries",3.99033225657591
"Barbeque, Breweries, Bars",3.91394864677307
"Barbeque, Breweries, Salad",4.28571428571429
"Barbeque, Breweries, Sandwiches",3.40316205533597
"Barbeque, Brewpubs",4.24038461538461
"Barbeque, Brewpubs, Burgers",4.15
"Barbeque, Brewpubs, Sandwiches",4.03890876565295
"Barbeque, Bubble Tea, Chinese",4.74850299401198
"Barbeque, Burgers",4.04870881959468
"Barbeque, Burgers, American (New)",4.36496350364964
"Barbeque, Burgers, American (Traditional)",3.56013561355658
"Barbeque, Burgers, Bars",2.99159663865546
"Barbeque, Burgers, Breakfast & Brunch",4.70886075949367
"Barbeque, Burgers, Chicken Wings",3.22315436241611
"Barbeque, Burgers, Comfort Food",4.77044854881266
"Barbeque, Burgers, Hawaiian",4.41818181818182
"Barbeque, Burgers, Mexican",3.375
"Barbeque, Burgers, Pizza",4.09090909090909
"Barbeque, Burgers, Salad",3.34873949579832
"Barbeque, Burgers, Sandwiches",4.08537215081583
"Barbeque, Burgers, Seafood",3.18518518518519
"Barbeque, Burgers, Soul Food",4.42382271468144
"Barbeque, Butcher, Steakhouses",4.35564853556485
"Barbeque, Cajun/Creole",3.9005418478444
"Barbeque, Cajun/Creole, American (Traditional)",3.73451327433628
"Barbeque, Cajun/Creole, Soul Food",4.2
"Barbeque, Cantonese",3.94978756249186
"Barbeque, Cantonese, Noodles",3.86099585062241
"Barbeque, Caribbean",4.33734939759036
"Barbeque, Caribbean, Food Stands",4.43478260869565
"Barbeque, Caribbean, Food Trucks",5.0
"Barbeque, Caribbean, Soul Food",3.22033898305085
"Barbeque, Caterers",4.22440051968887
"Barbeque, Caterers, American (Traditional)",3.85208333333333
"Barbeque, Caterers, Bars",4.82758620689655
"Barbeque, Caterers, Chicken Wings",3.7625
"Barbeque, Caterers, Coffee & Tea",4.73015873015873
"Barbeque, Caterers, Food Trucks",4.58163096224405
"Barbeque, Caterers, Halal",4.8
"Barbeque, Caterers, Wedding Planning",4.52582159624413
"Barbeque, Chicken Shop",4.02857142857143
"Barbeque, Chicken Shop, Burgers",3.66666666666667
"Barbeque, Chicken Wings",2.95822249483471
"Barbeque, Chicken Wings, American (Traditional)",4.38446061643836
"Barbeque, Chicken Wings, Fish & Chips",3.52
"Barbeque, Chicken Wings, Food Delivery Services",0.0
"Barbeque, Chicken Wings, Pizza",3.925
"Barbeque, Chicken Wings, Sandwiches",4.14439324116743
"Barbeque, Chicken Wings, Soul Food",4.66666666666667
"Barbeque, Chinese",3.86083973081478
"Barbeque, Chinese, Brasseries",4.24
"Barbeque, Chinese, Hot Pot",4.33333333333333
"Barbeque, Chinese, Korean",2.28571428571429
"Barbeque, Chinese, Seafood",4.66666666666667
"Barbeque, Cocktail Bars",3.76209677419355
"Barbeque, Cocktail Bars, Beer Bar",4.35727788279773
"Barbeque, Cocktail Bars, Southern",3.91089108910891
"Barbeque, Coffee & Tea, Juice Bars & Smoothies",4.24786324786325
"Barbeque, Comfort Food",4.22321428571429
"Barbeque, Comfort Food, American (Traditional)",3.41976135410578
"Barbeque, Comfort Food, Soul Food",3.74498746867168
"Barbeque, Cooking Classes, Beer Bar",4.74444444444444
"Barbeque, Cuban",4.45161290322581
"Barbeque, Dance Clubs, Lounges",3.69230769230769
"Barbeque, Delis",2.78333333333333
"Barbeque, Delis, American (Traditional)",3.8
"Barbeque, Delis, Comfort Food",3.90769230769231
"Barbeque, Delis, Sandwiches",4.34935897435897
"Barbeque, Desserts",4.2172806147573
"Barbeque, Desserts, American (Traditional)",3.71428571428571
"Barbeque, Desserts, Beer Bar",4.1875
"Barbeque, Desserts, Chicken Wings",3.53676470588235
"Barbeque, Desserts, Korean",4.40998685939553
"Barbeque, Desserts, Sandwiches",4.46152483236112
"Barbeque, Desserts, Tacos",4.0
"Barbeque, Diners",3.57394366197183
"Barbeque, Diners, Breakfast & Brunch",4.875
"Barbeque, Diners, Greek",3.05555555555556
"Barbeque, Diners, Soul Food",4.05783582089552
"Barbeque, Dive Bars, Music Venues",3.57325581395349
"Barbeque, Do-It-Yourself Food, Sandwiches",3.75961538461538
"Barbeque, Ethiopian",4.24528301886792
"Barbeque, Fast Food",3.08667766603813
"Barbeque, Fast Food, Sandwiches",3.94078947368421
"Barbeque, Festivals, Food Trucks",3.03125
"Barbeque, Filipino",4.18816566063045
"Barbeque, Filipino, American (New)",4.07400098667982
"Barbeque, Filipino, Asian Fusion",4.66333333333333
"Barbeque, Filipino, Breakfast & Brunch",4.32867132867133
"Barbeque, Filipino, Gluten-Free",3.85714285714286
"Barbeque, Fish & Chips, Chicken Wings",4.375
"Barbeque, Fish & Chips, Soul Food",5.0
"Barbeque, Food Stands",4.59632983975089
"Barbeque, Food Stands, Chinese",4.43396226415094
"Barbeque, Food Stands, Street Vendors",4.21428571428571
"Barbeque, Food Trucks",4.20259762244119
"Barbeque, Food Trucks, Asian Fusion",4.42727272727273
"Barbeque, Food Trucks, Breakfast & Brunch",4.54166666666667
"Barbeque, Food Trucks, Caterers",4.60994791666667
"Barbeque, Food Trucks, Comfort Food",4.69306930693069
"Barbeque, Food Trucks, Desserts",4.875
"Barbeque, Food Trucks, Hawaiian",3.67796610169492
"Barbeque, Food Trucks, Pizza",4.75
"Barbeque, Food Trucks, Tacos",4.64864864864865
"Barbeque, Gas Stations",3.7
"Barbeque, Gluten-Free, American (Traditional)",3.88858321870702
"Barbeque, Greek, Fish & Chips",3.72727272727273
"Barbeque, Greek, Pizza",3.25
"Barbeque, Guamanian",4.41273885350318
"Barbeque, Guamanian, Specialty Food",4.66666666666667
"Barbeque, Hawaiian",3.73192995154158
"Barbeque, Hawaiian, Asian Fusion",3.66346599690881
"Barbeque, Hawaiian, Breakfast & Brunch",3.38202342556443
"Barbeque, Hawaiian, Bubble Tea",3.95698924731183
"Barbeque, Hawaiian, Chinese",3.93518518518519
"Barbeque, Hawaiian, Ramen",4.65106382978723
"Barbeque, Hawaiian, Seafood",2.6
"Barbeque, Hot Dogs, American (Traditional)",3.73684210526316
"Barbeque, Hot Dogs, Sandwiches",4.26811594202898
"Barbeque, Hot Pot",3.53254437869822
"Barbeque, Ice Cream & Frozen Yogurt",4.32221275214092
"Barbeque, Ice Cream & Frozen Yogurt, Desserts",0.0
"Barbeque, Imported Food",4.33333333333333
"Barbeque, Italian",4.06796116504854
"Barbeque, Japanese",4.09638554216868
"Barbeque, Japanese, Asian Fusion",4.29687917832606
"Barbeque, Japanese, Hawaiian",3.21739130434783
"Barbeque, Jazz & Blues, Southern",3.92834890965732
"Barbeque, Karaoke",4.28318584070797
"Barbeque, Karaoke, Dance Clubs",4.2317880794702
"Barbeque, Korean",4.09163369765533
"Barbeque, Korean, Asian Fusion",4.125
"Barbeque, Korean, Beer Bar",4.00729927007299
"Barbeque, Korean, Buffets",3.95721393034826
"Barbeque, Korean, Hot Pot",4.08042188529993
"Barbeque, Korean, Kebab",4.0
"Barbeque, Korean, Seafood",4.30769230769231
"Barbeque, Korean, Soul Food",4.12121212121212
"Barbeque, Korean, Soup",3.66666666666667
"Barbeque, Kosher",4.13559322033898
"Barbeque, Kosher, Smokehouse",4.14388489208633
"Barbeque, Latin American",4.05069312313128
"Barbeque, Latin American, American (Traditional)",0.0
"Barbeque, Latin American, Southern",4.3970336565887
"Barbeque, Lounges, American (New)",3.96675900277008
"Barbeque, Lounges, Szechuan",4.30805687203791
"Barbeque, Meat Shops",4.78409090909091
"Barbeque, Meat Shops, Bars",3.63915547024952
"Barbeque, Mediterranean, Middle Eastern",4.32517482517482
"Barbeque, Mexican",3.01438492063492
"Barbeque, Mongolian",3.38194755436134
"Barbeque, Music Venues",3.83701785016885
"Barbeque, New Mexican Cuisine, Breakfast & Brunch",3.77358490566038
"Barbeque, Noodles, Chinese",3.4765625
"Barbeque, Pakistani, Indian",4.23076923076923
"Barbeque, Personal Chefs",4.0
"Barbeque, Peruvian",4.55737704918033
"Barbeque, Pizza, Soul Food",4.61240310077519
"Barbeque, Pool Halls, Sports Bars",3.625
"Barbeque, Pop-Up Restaurants",4.75147928994083
"Barbeque, Pop-Up Restaurants, American (Traditional)",3.85714285714286
"Barbeque, Pubs",3.73940776310524
"Barbeque, Pubs, American (Traditional)",3.61123348017621
"Barbeque, Puerto Rican",4.13717887362953
"Barbeque, Salad, American (Traditional)",3.83545739956395
"Barbeque, Salad, Burgers",4.01404244503749
"Barbeque, Salad, Chicken Wings",3.9
"Barbeque, Salad, Fast Food",4.48467532467533
"Barbeque, Salad, Sandwiches",4.15860417480186
"Barbeque, Salad, Seafood",2.63157894736842
"Barbeque, Salad, Smokehouse",4.39896373056995
"Barbeque, Salad, Soup",3.72185430463576
"Barbeque, Sandwiches",3.89610205613214
"Barbeque, Sandwiches, American (Traditional)",4.35465768799102
"Barbeque, Sandwiches, Beer Bar",4.41090909090909
"Barbeque, Sandwiches, Breakfast & Brunch",4.2156862745098
"Barbeque, Sandwiches, Burgers",4.24819679961787
"Barbeque, Sandwiches, Chicken Wings",4.51346153846154
"Barbeque, Sandwiches, Comfort Food",4.21107266435986
"Barbeque, Sandwiches, Desserts",4.44
"Barbeque, Sandwiches, Salad",4.24236206110351
"Barbeque, Sandwiches, Seafood",4.20689655172414
"Barbeque, Sandwiches, Smokehouse",4.57777777777778
"Barbeque, Sandwiches, Southern",3.04342512259525
"Barbeque, Seafood",3.20815168438119
"Barbeque, Seafood, American (Traditional)",4.57142857142857
"Barbeque, Seafood, Asian Fusion",4.66666666666667
"Barbeque, Seafood, Burgers",4.38759689922481
"Barbeque, Seafood, Cajun/Creole",4.14285714285714
"Barbeque, Seafood, Chicken Wings",4.01724137931035
"Barbeque, Seafood, Dim Sum",3.11152416356877
"Barbeque, Seafood, Fish & Chips",3.92857142857143
"Barbeque, Seafood, Japanese",4.30100334448161
"Barbeque, Seafood, Sandwiches",3.80649955424573
"Barbeque, Seafood, Soul Food",3.77251552795031
"Barbeque, Seafood, Soup",3.47368421052632
"Barbeque, Seafood, Steakhouses",3.875
"Barbeque, Seafood, Venues & Event Spaces",4.66666666666667
"Barbeque, Smokehouse",4.31492725137659
"Barbeque, Smokehouse, American (Traditional)",3.97487503604729
"Barbeque, Smokehouse, Beer, Wine & Spirits",4.02464788732394
"Barbeque, Smokehouse, Caterers",3.20388349514563
"Barbeque, Smokehouse, Chicken Wings",4.00116279069768
"Barbeque, Smokehouse, Salad",4.41801075268817
"Barbeque, Smokehouse, Sandwiches",4.14182155893909
"Barbeque, Smokehouse, Southern",3.71883193494199
"Barbeque, Smokehouse, Sports Bars",3.35714285714286
"Barbeque, Smokehouse, Whiskey Bars",4.14525139664805
"Barbeque, Soul Food",3.87067797456428
"Barbeque, Soul Food, American (New)",3.96875
"Barbeque, Soul Food, Beer Bar",4.3457249070632
"Barbeque, Soul Food, Breakfast & Brunch",4.84615384615385
"Barbeque, Soul Food, Burgers",3.66666666666667
"Barbeque, Soul Food, Caribbean",4.10819327731093
"Barbeque, Soul Food, Caterers",4.04281345565749
"Barbeque, Soul Food, Cocktail Bars",3.82338902147971
"Barbeque, Soul Food, Sandwiches",3.63636363636364
"Barbeque, Soul Food, Smokehouse",4.31818181818182
"Barbeque, Soul Food, Soup",4.02839756592292
"Barbeque, Soul Food, Southern",3.33333333333333
"Barbeque, Soup, Sandwiches",4.85441527446301
"Barbeque, Southern",3.92477912412748
"Barbeque, Southern, American (New)",4.69090909090909
"Barbeque, Southern, American (Traditional)",3.28912738496072
"Barbeque, Southern, Bars",3.61960043915098
"Barbeque, Southern, Beer Bar",4.48196721311475
"Barbeque, Southern, Breakfast & Brunch",4.21428571428571
"Barbeque, Southern, Burgers",4.58064516129032
"Barbeque, Southern, Desserts",3.43379790940766
"Barbeque, Southern, Sandwiches",3.76120576711804
"Barbeque, Southern, Smokehouse",3.766745501308
"Barbeque, Southern, Soul Food",4.45746039856924
"Barbeque, Specialty Food",4.05494505494505
"Barbeque, Sports Bars",2.54269444444444
"Barbeque, Sports Bars, American (New)",4.10614035087719
"Barbeque, Sports Bars, American (Traditional)",3.94752569438852
"Barbeque, Sports Bars, Burgers",4.06942074424229
"Barbeque, Steakhouses",3.56005843229068
"Barbeque, Steakhouses, American (Traditional)",3.6049941277958
"Barbeque, Steakhouses, Bars",3.45331210500055
"Barbeque, Steakhouses, Burgers",3.48611111111111
"Barbeque, Steakhouses, Chicken Wings",3.41275167785235
"Barbeque, Steakhouses, Puerto Rican",4.44827586206897
"Barbeque, Steakhouses, Sandwiches",4.34025974025974
"Barbeque, Steakhouses, Seafood",3.59489382827231
"Barbeque, Street Vendors",4.5
"Barbeque, Sushi Bars, Burgers",3.89256198347107
"Barbeque, Sushi Bars, Chicken Wings",4.36248415716096
"Barbeque, Sushi Bars, Chinese",3.28205128205128
"Barbeque, Szechuan",4.47575757575757
"Barbeque, Szechuan, Dim Sum",3.94475138121547
"Barbeque, Tacos, American (Traditional)",3.78947368421053
"Barbeque, Tex-Mex",3.88545400238949
"Barbeque, Tex-Mex, Asian Fusion",5.0
"Barbeque, Tex-Mex, Mexican",4.31958762886598
"Barbeque, Tex-Mex, Salad",4.09
"Barbeque, Venues & Event Spaces, American (Traditional)",3.56496815286624
"Barbeque, Vietnamese",3.91111111111111
"Barbeque, Vietnamese, Hainan",3.62162162162162
"Barbeque, Wholesale Stores",5.0
"Barbeque, Wine Bars, Beer Bar",3.38461538461538
Bars,4.2361404954967
"Bars, African",0.0
"Bars, American (New)",3.78910355025712
"Bars, American (New), American (Traditional)",3.46989544551731
"Bars, American (New), Arcades",3.84834123222749
"Bars, American (New), Breakfast & Brunch",4.04116606643267
"Bars, American (New), Burgers",3.93794444016204
"Bars, American (New), Chicken Wings",3.40909090909091
"Bars, American (New), Coffee & Tea",4.20090634441088
"Bars, American (New), Comfort Food",4.15384615384615
"Bars, American (New), Dance Clubs",3.39284930905901
"Bars, American (New), Desserts",4.49051903817803
"Bars, American (New), Gastropubs",3.47886264571673
"Bars, American (New), Greek",3.28
"Bars, American (New), Mexican",3.09259259259259
"Bars, American (New), Modern European",4.49726775956284
"Bars, American (New), Music Venues",3.63962253884495
"Bars, American (New), Performing Arts",4.31122448979592
"Bars, American (New), Sandwiches",4.01397502762286
"Bars, American (New), Seafood",3.8578637796285
"Bars, American (New), Southern",4.54545454545455
"Bars, American (New), Tapas/Small Plates",3.425
"Bars, American (New), Vegetarian",3.52617079889807
"Bars, American (New), Venues & Event Spaces",3.99664391386688
"Bars, American (Traditional)",3.68893417940111
"Bars, American (Traditional), American (New)",3.07361591338008
"Bars, American (Traditional), Arcades",3.64506663549217
"Bars, American (Traditional), Asian Fusion",4.33736762481089
"Bars, American (Traditional), Barbeque",3.8953586607825
"Bars, American (Traditional), Beer Gardens",3.54557291666667
"Bars, American (Traditional), Breakfast & Brunch",3.76368231403953
"Bars, American (Traditional), Breweries",3.84615384615385
"Bars, American (Traditional), Brewpubs",3.75
"Bars, American (Traditional), Burgers",3.64462431380803
"Bars, American (Traditional), Cafes",3.26086956521739
"Bars, American (Traditional), Candy Stores",2.91616766467066
"Bars, American (Traditional), Chicken Wings",3.98233672291012
"Bars, American (Traditional), Comfort Food",4.22907488986784
"Bars, American (Traditional), Dance Clubs",2.95495495495495
"Bars, American (Traditional), Desserts",2.36111111111111
"Bars, American (Traditional), Diners",4.17028985507246
"Bars, American (Traditional), Fast Food",3.92424242424242
"Bars, American (Traditional), Gastropubs",4.1464705882353
"Bars, American (Traditional), Greek",3.52884615384615
"Bars, American (Traditional), Hot Dogs",4.37360406091371
"Bars, American (Traditional), Indian",4.84615384615385
"Bars, American (Traditional), Italian",3.48648648648649
"Bars, American (Traditional), Karaoke",4.03418803418803
"Bars, American (Traditional), Landmarks & Historical Buildings",3.57142857142857
"Bars, American (Traditional), Mediterranean",4.46311475409836
"Bars, American (Traditional), Mexican",4.18503937007874
"Bars, American (Traditional), Music Venues",3.87301612134216
"Bars, American (Traditional), Piano Bars",4.3325
"Bars, American (Traditional), Pizza",3.54721165013848
"Bars, American (Traditional), Pool Halls",3.6584244241469
"Bars, American (Traditional), Salad",4.02582794453875
"Bars, American (Traditional), Sandwiches",3.9798049864082
"Bars, American (Traditional), Seafood",3.5782463674441
"Bars, American (Traditional), Soul Food",3.58333333333333
"Bars, American (Traditional), Steakhouses",3.85546619224707
"Bars, American (Traditional), Tapas Bars",3.82225617519736
"Bars, American (Traditional), Tapas/Small Plates",4.08965517241379
"Bars, American (Traditional), Tex-Mex",2.50082624942012
"Bars, American (Traditional), Trampoline Parks",4.2
"Bars, American (Traditional), Venues & Event Spaces",3.83428581518531
"Bars, Arcades, American (New)",3.79856557377049
"Bars, Arcades, American (Traditional)",4.07058823529412
"Bars, Arcades, Cafes",4.45833333333333
"Bars, Arcades, Do-It-Yourself Food",3.97413793103448
"Bars, Arcades, Pizza",4.32037617554858
"Bars, Arcades, Venues & Event Spaces",3.91500904159132
"Bars, Argentine, Steakhouses",4.10377358490566
"Bars, Asian Fusion",3.89036800792229
"Bars, Asian Fusion, Filipino",3.85457516339869
"Bars, Asian Fusion, Korean",3.88847330960854
"Bars, Axe Throwing, Mexican",3.95454545454545
"Bars, Barbeque",4.08340984349208
"Bars, Barbeque, American (Traditional)",4.02623156397395
"Bars, Barbeque, Breakfast & Brunch",3.91772043745728
"Bars, Barbeque, Soul Food",4.01
"Bars, Bowling, Pizza",3.96774193548387
"Bars, Breakfast & Brunch, American (New)",4.08400523415083
"Bars, Breakfast & Brunch, American (Traditional)",3.55811692454174
"Bars, Breakfast & Brunch, Burgers",4.16978881509846
"Bars, Breakfast & Brunch, Desserts",4.5
"Bars, Breakfast & Brunch, Juice Bars & Smoothies",4.38953488372093
"Bars, Breakfast & Brunch, Music Venues",3.02668970814132
"Bars, Breakfast & Brunch, Seafood",3.41517857142857
"Bars, Breakfast & Brunch, Strip Clubs",3.7
"Bars, Breakfast & Brunch, Tapas/Small Plates",4.8
"Bars, Breweries",3.92490706319703
"Bars, Breweries, American (Traditional)",3.66237129192864
"Bars, Breweries, Cafes",4.28333333333333
"Bars, Brewpubs, American (Traditional)",3.85925925925926
"Bars, Brewpubs, Burgers",4.45833333333333
"Bars, British, Gastropubs",3.73904761904762
"Bars, Buffets",3.66666666666667
"Bars, Buffets, Hawaiian",4.09025270758123
"Bars, Burgers",3.27875631045059
"Bars, Burgers, American (New)",4.21327975596575
"Bars, Burgers, American (Traditional)",3.80008968304369
"Bars, Burgers, Caribbean",4.0
"Bars, Burgers, Chicken Wings",3.25742574257426
"Bars, Burgers, Music Venues",3.86510263929619
